Delivery Status,Late_delivery_risk,Days for shipping (real),Days for shipment (scheduled),Shipping Mode,Order Region,Order Country,order date (DateOrders)
Advance shipping,0,2,4,Standard Class,Caribbean,Cuba,4/17/2015 17:01
Late delivery,1,5,4,Standard Class,Central America,Panamá,1/1/2015 20:19
Shipping on time,0,4,4,Standard Class,Central America,México,4/10/2017 20:33
Late delivery,1,6,4,Standard Class,Central America,Nicaragua,2/17/2017 22:02
Late delivery,1,5,4,Standard Class,Central America,México,5/17/2015 11:01
Advance shipping,0,2,4,Standard Class,Central America,Honduras,4/2/2015 21:25
Late delivery,1,6,4,Standard Class,Central America,México,1/2/2015 1:55
Shipping on time,0,4,4,Standard Class,South America,Brasil,5/9/2017 5:58
Advance shipping,0,3,4,Standard Class,Caribbean,República Dominicana,3/30/2017 17:56
Late delivery,1,5,4,Standard Class,Caribbean,Cuba,5/7/2015 5:46
Late delivery,1,5,4,Standard Class,Central America,Panamá,1/1/2015 20:19
Advance shipping,0,2,4,Standard Class,Central America,Honduras,5/3/2017 9:08
Shipping on time,0,4,4,Standard Class,Central America,Nicaragua,3/16/2017 12:42
Advance shipping,0,2,4,Standard Class,Central America,México,2/19/2017 21:40
Late delivery,1,5,4,Standard Class,Central America,México,1/29/2015 20:58
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,3/16/2017 14:48
Late delivery,1,6,4,Standard Class,Central America,Nicaragua,3/15/2017 4:07
Late delivery,1,5,4,Standard Class,Central America,México,5/17/2015 11:01
Shipping on time,0,4,4,Standard Class,Central America,México,4/11/2015 7:34
Late delivery,1,6,4,Standard Class,Central America,Panamá,3/13/2015 17:35
Advance shipping,0,2,4,Standard Class,Central America,México,3/1/2015 16:54
Late delivery,1,6,4,Standard Class,Central America,El Salvador,2/15/2015 5:43
Advance shipping,0,2,4,Standard Class,Central America,Nicaragua,1/21/2015 6:58
Late delivery,1,6,4,Standard Class,South America,Brasil,5/21/2015 11:42
Late delivery,1,5,4,Standard Class,South America,Brasil,4/17/2017 8:48
Late delivery,1,5,4,Standard Class,South America,Brasil,2/4/2017 16:37
Late delivery,1,6,4,Standard Class,South America,Brasil,3/1/2015 2:32
Advance shipping,0,3,4,Standard Class,South America,Brasil,2/9/2015 22:32
Advance shipping,0,3,4,Standard Class,South America,Argentina,1/31/2015 2:03
Advance shipping,0,3,4,Standard Class,South America,Brasil,1/2/2015 20:08
Advance shipping,0,2,4,Standard Class,Caribbean,Jamaica,6/5/2017 12:25
Advance shipping,0,2,4,Standard Class,Caribbean,Cuba,1/25/2017 22:35
Late delivery,1,5,4,Standard Class,Caribbean,República Dominicana,3/23/2015 8:28
Advance shipping,0,3,4,Standard Class,Central America,Honduras,5/12/2015 4:11
Shipping on time,0,4,4,Standard Class,Central America,México,1/26/2015 17:18
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,6/10/2017 17:50
Late delivery,1,5,4,Standard Class,Central America,Panamá,6/1/2017 6:07
Advance shipping,0,3,4,Standard Class,Central America,Nicaragua,4/20/2017 13:11
Advance shipping,0,3,4,Standard Class,Central America,Guatemala,3/1/2017 13:15
Shipping on time,0,4,4,Standard Class,Central America,México,4/11/2015 7:34
Late delivery,1,5,4,Standard Class,Central America,México,4/5/2015 10:01
Late delivery,1,5,4,Standard Class,Central America,Panamá,3/9/2015 6:23
Advance shipping,0,2,4,Standard Class,Central America,Nicaragua,1/21/2015 6:58
Late delivery,1,5,4,Standard Class,South America,Brasil,4/17/2017 8:48
Shipping on time,0,4,4,Standard Class,South America,Argentina,3/11/2017 20:36
Late delivery,1,6,4,Standard Class,South America,Argentina,2/4/2017 15:13
Late delivery,1,6,4,Standard Class,South America,Brasil,5/21/2015 11:42
Advance shipping,0,2,4,Standard Class,South America,Brasil,5/8/2015 3:30
Late delivery,1,5,4,Standard Class,Caribbean,República Dominicana,5/25/2017 2:27
Advance shipping,0,3,4,Standard Class,Central America,Nicaragua,5/16/2017 18:03
Shipping on time,0,4,4,Standard Class,Central America,Nicaragua,3/16/2017 12:42
Late delivery,1,6,4,Standard Class,Central America,México,1/29/2017 17:19
Advance shipping,0,3,4,Standard Class,Central America,México,1/25/2017 21:11
Shipping on time,0,4,4,Standard Class,South America,Brasil,5/6/2017 6:09
Advance shipping,0,3,4,Standard Class,South America,Brasil,2/27/2017 17:27
Late delivery,1,6,4,Standard Class,South America,Brasil,5/21/2015 11:42
Shipping on time,0,4,4,Standard Class,South America,Colombia,4/21/2015 21:34
Shipping on time,0,4,4,Standard Class,South America,Brasil,1/16/2015 20:49
Advance shipping,0,2,4,Standard Class,Caribbean,Haití,4/21/2017 22:07
Late delivery,1,5,4,Standard Class,Caribbean,República Dominicana,4/28/2015 2:48
Advance shipping,0,3,4,Standard Class,Central America,México,4/10/2017 9:41
Advance shipping,0,2,4,Standard Class,Central America,Honduras,2/18/2017 22:54
Late delivery,1,6,4,Standard Class,Central America,Guatemala,1/29/2017 22:35
Advance shipping,0,3,4,Standard Class,Central America,México,4/14/2015 12:17
Advance shipping,0,3,4,Standard Class,Central America,Nicaragua,5/16/2017 18:03
Late delivery,1,6,4,Standard Class,Central America,Nicaragua,3/15/2017 0:37
Advance shipping,0,3,4,Standard Class,Central America,México,1/25/2017 21:11
Late delivery,1,6,4,Standard Class,Central America,México,4/14/2015 8:05
Advance shipping,0,3,4,Standard Class,South America,Bolivia,1/21/2015 5:34
Advance shipping,0,3,4,Standard Class,Caribbean,Cuba,3/9/2017 1:41
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,2/17/2015 17:37
Late delivery,1,5,4,Standard Class,Central America,El Salvador,2/22/2017 20:48
Advance shipping,0,2,4,Standard Class,Central America,Honduras,6/5/2017 3:39
Advance shipping,0,2,4,Standard Class,Central America,El Salvador,5/4/2017 20:10
Advance shipping,0,3,4,Standard Class,Central America,México,1/20/2017 1:03
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,4/29/2015 17:21
Late delivery,1,6,4,Standard Class,Central America,México,2/23/2015 11:39
Late delivery,1,6,4,Standard Class,South America,Brasil,4/21/2017 21:46
Advance shipping,0,3,4,Standard Class,South America,Brasil,4/2/2017 19:31
Advance shipping,0,2,4,Standard Class,South America,Venezuela,2/25/2017 21:19
Late delivery,1,6,4,Standard Class,South America,Perú,2/21/2015 0:06
Advance shipping,0,3,4,Standard Class,South America,Chile,2/7/2015 0:28
Late delivery,1,5,4,Standard Class,Caribbean,Cuba,5/10/2017 8:36
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,2/3/2017 1:02
Advance shipping,0,2,4,Standard Class,Caribbean,Cuba,5/18/2015 3:29
Late delivery,1,5,4,Standard Class,Central America,Panamá,5/6/2017 8:15
Shipping on time,0,4,4,Standard Class,Central America,Panamá,3/13/2017 11:08
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,5/6/2015 8:45
Late delivery,1,6,4,Standard Class,Central America,México,2/23/2015 11:39
Late delivery,1,5,4,Standard Class,Central America,México,2/20/2015 22:00
Advance shipping,0,2,4,Standard Class,Central America,México,1/20/2015 8:12
Advance shipping,0,2,4,Standard Class,South America,Venezuela,2/25/2017 21:19
Late delivery,1,6,4,Standard Class,South America,Brasil,6/11/2017 6:27
Late delivery,1,5,4,Standard Class,South America,Brasil,4/17/2017 3:33
Advance shipping,0,2,4,Standard Class,South America,Brasil,3/31/2017 23:22
Late delivery,1,6,4,Standard Class,South America,Brasil,3/11/2017 9:02
Late delivery,1,5,4,Standard Class,South America,Perú,3/8/2017 22:53
Late delivery,1,5,4,Standard Class,South America,Brasil,3/5/2017 17:48
Late delivery,1,6,4,Standard Class,South America,Perú,3/1/2017 9:03
Late delivery,1,5,4,Standard Class,South America,Brasil,4/28/2015 18:34
Late delivery,1,6,4,Standard Class,Central America,México,5/9/2015 1:55
Advance shipping,0,3,4,Standard Class,Central America,México,1/18/2015 19:46
Late delivery,1,6,4,Standard Class,Central America,México,4/7/2017 21:26
Late delivery,1,5,4,Standard Class,Central America,Honduras,3/5/2017 23:03
Advance shipping,0,3,4,Standard Class,South America,Argentina,2/22/2015 4:49
Advance shipping,0,2,4,Standard Class,South America,Brasil,3/31/2017 23:22
Late delivery,1,5,4,Standard Class,South America,Chile,2/11/2015 19:02
Late delivery,1,5,4,Standard Class,Caribbean,República Dominicana,6/3/2017 7:10
Advance shipping,0,3,4,Standard Class,South America,Venezuela,3/2/2017 15:32
Advance shipping,0,3,4,Standard Class,South America,Argentina,1/31/2015 2:03
Shipping on time,0,4,4,Standard Class,Caribbean,República Dominicana,4/12/2015 9:50
Advance shipping,0,2,4,Standard Class,Caribbean,Cuba,2/21/2015 9:12
Advance shipping,0,3,4,Standard Class,Central America,México,1/31/2017 5:03
Advance shipping,0,3,4,Standard Class,Central America,Nicaragua,1/4/2015 10:40
Shipping on time,0,4,4,Standard Class,Caribbean,Cuba,3/19/2015 2:31
Advance shipping,0,2,4,Standard Class,Caribbean,Cuba,1/3/2015 8:03
Late delivery,1,5,4,Standard Class,South America,Chile,2/5/2017 10:08
Late delivery,1,5,4,Standard Class,South America,Argentina,1/5/2015 8:24
Late delivery,1,6,4,Standard Class,Central America,Nicaragua,3/15/2017 4:07
Late delivery,1,5,4,Standard Class,Central America,México,2/21/2017 9:46
Late delivery,1,6,4,Standard Class,South America,Colombia,1/14/2015 20:28
Advance shipping,0,2,4,Standard Class,Central America,El Salvador,4/22/2017 6:52
Advance shipping,0,3,4,Standard Class,Central America,México,4/11/2015 17:43
Late delivery,1,5,4,Standard Class,South America,Brasil,2/16/2017 3:38
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,1/28/2015 14:09
Advance shipping,0,3,4,Standard Class,South America,Brasil,1/2/2015 20:08
Shipping on time,0,4,4,Standard Class,Central America,México,3/23/2017 2:22
Advance shipping,0,2,4,Standard Class,Caribbean,Jamaica,6/5/2017 12:25
Advance shipping,0,2,4,Standard Class,Caribbean,Cuba,5/18/2015 3:29
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,4/29/2015 17:21
Advance shipping,0,3,4,Standard Class,Central America,Honduras,3/29/2015 7:24
Advance shipping,0,2,4,Standard Class,Central America,México,6/13/2017 13:06
Advance shipping,0,3,4,Standard Class,Central America,México,2/24/2017 8:53
Advance shipping,0,3,4,Standard Class,Central America,México,4/21/2015 5:27
Late delivery,1,6,4,Standard Class,Central America,México,1/2/2015 1:55
Shipping on time,0,4,4,Standard Class,Central America,Guatemala,2/24/2017 7:29
Late delivery,1,5,4,Standard Class,South America,Brasil,6/17/2017 23:16
Advance shipping,0,3,4,Standard Class,Caribbean,Cuba,2/1/2017 23:06
Advance shipping,0,2,4,Standard Class,Central America,México,4/17/2017 21:46
Advance shipping,0,3,4,Standard Class,Central America,Honduras,5/2/2015 7:42
Shipping on time,0,4,4,Standard Class,South America,Argentina,3/11/2017 20:36
Advance shipping,0,3,4,Standard Class,Caribbean,República Dominicana,5/27/2017 11:33
Advance shipping,0,2,4,Standard Class,Central America,Honduras,2/18/2017 22:54
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,5/3/2015 17:41
Advance shipping,0,3,4,Standard Class,Central America,México,5/9/2015 16:38
Late delivery,1,6,4,Standard Class,Caribbean,Haití,2/7/2015 19:02
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,5/13/2017 8:25
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,5/24/2017 6:08
Advance shipping,0,3,4,Standard Class,Caribbean,Cuba,6/3/2017 22:14
Late delivery,1,5,4,Standard Class,Central America,Honduras,4/29/2015 6:50
Advance shipping,0,3,4,Standard Class,Central America,Guatemala,2/22/2015 18:50
Shipping on time,0,4,4,Standard Class,South America,Colombia,1/19/2015 4:52
Shipping on time,0,4,4,Standard Class,South America,Brasil,5/6/2017 6:09
Advance shipping,0,2,4,Standard Class,Caribbean,Cuba,1/25/2017 22:35
Advance shipping,0,2,4,Standard Class,Central America,México,4/1/2017 15:08
Advance shipping,0,2,4,Standard Class,Central America,Nicaragua,1/21/2015 6:58
Advance shipping,0,2,4,Standard Class,South America,Argentina,4/17/2017 0:45
Advance shipping,0,2,4,Standard Class,Central America,El Salvador,5/4/2017 20:10
Shipping on time,0,4,4,Standard Class,Central America,México,3/8/2017 19:01
Advance shipping,0,3,4,Standard Class,Central America,México,3/7/2017 21:39
Shipping on time,0,4,4,Standard Class,South America,Brasil,3/9/2015 4:17
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,5/12/2015 23:06
Advance shipping,0,2,4,Standard Class,South America,Venezuela,2/25/2017 21:19
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,4/9/2015 19:49
Advance shipping,0,3,4,Standard Class,South America,Brasil,2/5/2017 23:27
Late delivery,1,5,4,Standard Class,Caribbean,Cuba,5/7/2015 5:46
Advance shipping,0,3,4,Standard Class,Central America,El Salvador,2/3/2017 18:54
Advance shipping,0,3,4,Standard Class,Central America,México,4/29/2015 23:39
Late delivery,1,6,4,Standard Class,Central America,México,1/2/2015 1:55
Advance shipping,0,2,4,Standard Class,South America,Brasil,5/28/2017 4:43
Shipping on time,0,4,4,Standard Class,South America,Brasil,5/31/2015 3:59
Late delivery,1,5,4,Standard Class,South America,Brasil,5/30/2015 12:34
Late delivery,1,5,4,Standard Class,South America,Brasil,2/13/2015 23:35
Late delivery,1,5,4,Standard Class,Caribbean,Cuba,5/10/2017 8:36
Advance shipping,0,2,4,Standard Class,Central America,Nicaragua,5/22/2017 5:05
Advance shipping,0,2,4,Standard Class,Central America,Honduras,4/25/2017 1:26
Advance shipping,0,2,4,Standard Class,Central America,México,4/21/2017 20:22
Advance shipping,0,3,4,Standard Class,Central America,Honduras,4/19/2017 7:24
Late delivery,1,6,4,Standard Class,Central America,México,2/24/2017 9:56
Late delivery,1,5,4,Standard Class,Central America,Panamá,1/1/2015 20:19
Advance shipping,0,3,4,Standard Class,Central America,México,4/29/2015 23:39
Shipping on time,0,4,4,Standard Class,Central America,México,4/11/2015 7:34
Shipping on time,0,4,4,Standard Class,Central America,Honduras,2/22/2015 12:11
Shipping on time,0,4,4,Standard Class,Central America,México,2/15/2015 19:01
Advance shipping,0,2,4,Standard Class,South America,Brasil,5/28/2017 4:43
Shipping on time,0,4,4,Standard Class,South America,Brasil,4/20/2015 17:32
Advance shipping,0,3,4,Standard Class,South America,Brasil,3/16/2015 14:36
Late delivery,1,6,4,Standard Class,South America,Brasil,1/20/2015 20:07
Advance shipping,0,3,4,Standard Class,Caribbean,Cuba,6/3/2017 22:14
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,2/17/2015 17:37
Late delivery,1,6,4,Standard Class,Caribbean,República Dominicana,4/3/2015 12:50
Advance shipping,0,2,4,Standard Class,Caribbean,Cuba,1/3/2015 8:03
Advance shipping,0,2,4,Standard Class,Central America,Nicaragua,5/22/2017 5:05
Advance shipping,0,3,4,Standard Class,Central America,Honduras,4/19/2017 7:24
Advance shipping,0,3,4,Standard Class,Central America,México,1/11/2015 21:21
Shipping on time,0,4,4,Standard Class,Central America,México,1/11/2015 5:56
Advance shipping,0,2,4,Standard Class,South America,Brasil,5/28/2017 4:43
Late delivery,1,5,4,Standard Class,South America,Ecuador,4/24/2015 5:58
Advance shipping,0,3,4,Standard Class,South America,Brasil,3/21/2015 22:29
Advance shipping,0,3,4,Standard Class,South America,Bolivia,5/16/2015 9:47
Advance shipping,0,3,4,Standard Class,South America,Brasil,2/13/2015 1:52
Late delivery,1,5,4,Standard Class,Caribbean,Cuba,5/30/2017 10:19
Late delivery,1,5,4,Standard Class,Caribbean,Cuba,3/12/2017 21:28
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,2/17/2015 17:37
Late delivery,1,6,4,Standard Class,Caribbean,Cuba,5/1/2015 16:59
Late delivery,1,6,4,Standard Class,Caribbean,República Dominicana,4/3/2015 12:50
Advance shipping,0,3,4,Standard Class,Caribbean,Haití,3/15/2015 8:49
Late delivery,1,6,4,Standard Class,Central America,México,3/2/2017 6:04
Advance shipping,0,2,4,Standard Class,Central America,Honduras,4/24/2015 4:55
Advance shipping,0,3,4,Standard Class,Central America,México,1/14/2015 7:09
Late delivery,1,5,4,Standard Class,Central America,Guatemala,5/20/2015 16:05
Late delivery,1,6,4,Standard Class,Central America,El Salvador,1/11/2015 22:24
Shipping on time,0,4,4,Standard Class,Central America,México,1/11/2015 5:56
Advance shipping,0,3,4,Standard Class,South America,Argentina,2/22/2015 4:49
Shipping on time,0,4,4,Standard Class,Central America,Honduras,6/13/2017 5:03
Late delivery,1,6,4,Standard Class,Central America,Guatemala,4/9/2015 7:13
Advance shipping,0,3,4,Standard Class,Central America,México,1/14/2015 7:09
Advance shipping,0,2,4,Standard Class,Central America,México,3/31/2015 18:37
Advance shipping,0,2,4,Standard Class,South America,Brasil,4/19/2015 21:34
Shipping on time,0,4,4,Standard Class,Caribbean,Cuba,3/19/2015 2:31
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,1/28/2015 14:09
Late delivery,1,5,4,Standard Class,Central America,México,4/24/2017 15:59
Late delivery,1,5,4,Standard Class,Central America,Honduras,3/6/2015 15:19
Advance shipping,0,3,4,Standard Class,Central America,México,5/18/2015 16:05
Late delivery,1,5,4,Standard Class,Central America,México,4/5/2015 10:01
Late delivery,1,6,4,Standard Class,Central America,Guatemala,2/23/2015 15:09
Late delivery,1,6,4,Standard Class,Central America,México,1/9/2015 2:05
Late delivery,1,5,4,Standard Class,South America,Brasil,4/17/2017 8:48
Late delivery,1,5,4,Standard Class,South America,Brasil,4/21/2015 16:39
Advance shipping,0,2,4,Standard Class,South America,Brasil,2/1/2015 9:14
Advance shipping,0,3,4,Standard Class,South America,Argentina,1/19/2015 13:17
Shipping on time,0,4,4,Standard Class,Central America,México,5/5/2017 16:08
Late delivery,1,5,4,Standard Class,Central America,México,4/24/2017 15:59
Advance shipping,0,3,4,Standard Class,Central America,México,5/9/2015 16:38
Late delivery,1,6,4,Standard Class,South America,Brasil,5/21/2015 11:42
Advance shipping,0,2,4,Standard Class,South America,Argentina,3/8/2015 8:18
Advance shipping,0,2,4,Standard Class,South America,Brasil,2/1/2015 9:14
Late delivery,1,6,4,Standard Class,Caribbean,Haití,2/7/2015 19:02
Shipping on time,0,4,4,Standard Class,Central America,El Salvador,4/1/2017 19:20
Late delivery,1,6,4,Standard Class,Central America,El Salvador,4/6/2015 12:39
Shipping on time,0,4,4,Standard Class,Central America,Honduras,3/25/2015 3:54
Advance shipping,0,2,4,Standard Class,Central America,México,2/23/2015 10:15
Advance shipping,0,3,4,Standard Class,South America,Brasil,4/2/2017 19:31
Shipping on time,0,4,4,Standard Class,South America,Venezuela,5/22/2015 22:02
Late delivery,1,5,4,Standard Class,South America,Brasil,5/3/2015 12:26
Advance shipping,0,2,4,Standard Class,South America,Brasil,2/1/2015 9:14
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,4/9/2015 19:49
Advance shipping,0,3,4,Standard Class,Caribbean,Cuba,2/15/2015 9:55
Advance shipping,0,2,4,Standard Class,Central America,Guatemala,2/18/2017 8:53
Shipping on time,0,4,4,Standard Class,Central America,México,1/4/2015 23:17
Advance shipping,0,3,4,Standard Class,Central America,Honduras,5/2/2015 7:42
Late delivery,1,5,4,Standard Class,Central America,El Salvador,3/18/2015 7:36
Advance shipping,0,2,4,Standard Class,Central America,México,3/1/2015 16:54
Advance shipping,0,2,4,Standard Class,South America,Brasil,3/20/2017 22:52
Shipping on time,0,4,4,Standard Class,South America,Venezuela,5/22/2015 22:02
Late delivery,1,5,4,Standard Class,South America,Brasil,1/12/2015 8:34
Advance shipping,0,3,4,Standard Class,South America,Brasil,1/2/2015 20:08
Late delivery,1,6,4,Standard Class,South America,Chile,5/6/2017 15:37
Late delivery,1,5,4,Standard Class,South America,Chile,4/16/2015 7:02
Late delivery,1,6,4,Standard Class,Caribbean,Cuba,3/5/2017 21:39
Late delivery,1,5,4,Standard Class,Caribbean,Cuba,1/4/2015 13:08
Advance shipping,0,3,4,Standard Class,Central America,Honduras,6/2/2017 7:41
Late delivery,1,6,4,Standard Class,Central America,México,4/7/2017 21:26
Advance shipping,0,2,4,Standard Class,Central America,México,4/1/2017 15:08
Advance shipping,0,2,4,Standard Class,Central America,Honduras,3/28/2017 6:02
Advance shipping,0,2,4,Standard Class,Central America,Panamá,2/20/2017 2:56
Advance shipping,0,2,4,Standard Class,Central America,México,1/23/2015 6:16
Advance shipping,0,2,4,Standard Class,Central America,México,1/27/2015 8:22
Advance shipping,0,2,4,Standard Class,South America,Argentina,1/17/2015 22:23
Advance shipping,0,3,4,Standard Class,Caribbean,República Dominicana,5/27/2017 11:33
Late delivery,1,6,4,Standard Class,Caribbean,República Dominicana,5/10/2017 22:58
Late delivery,1,5,4,Standard Class,Central America,El Salvador,4/29/2017 18:36
Advance shipping,0,2,4,Standard Class,Central America,México,4/6/2017 16:00
Advance shipping,0,2,4,Standard Class,Central America,Panamá,2/20/2017 2:56
Advance shipping,0,2,4,Standard Class,Central America,México,1/23/2015 6:16
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,1/11/2015 16:48
Advance shipping,0,2,4,Standard Class,South America,Brasil,1/30/2017 18:12
Advance shipping,0,2,4,Standard Class,South America,Brasil,5/9/2015 19:47
Late delivery,1,5,4,Standard Class,South America,Argentina,1/31/2015 2:45
Advance shipping,0,2,4,Standard Class,South America,Argentina,1/17/2015 22:23
Shipping on time,0,4,4,Standard Class,South America,Argentina,3/11/2015 19:20
Late delivery,1,6,4,Standard Class,South America,Perú,2/21/2015 0:06
Advance shipping,0,2,4,Standard Class,South America,Brasil,1/26/2015 13:06
Advance shipping,0,3,4,Standard Class,Caribbean,República Dominicana,6/11/2017 22:55
Advance shipping,0,2,4,Standard Class,Central America,México,4/6/2017 16:00
Late delivery,1,5,4,Standard Class,Central America,México,3/10/2017 15:10
Late delivery,1,5,4,Standard Class,Central America,México,5/17/2015 11:01
Advance shipping,0,2,4,Standard Class,Central America,El Salvador,4/26/2015 5:58
Advance shipping,0,3,4,Standard Class,Central America,Panamá,2/25/2015 20:25
Shipping on time,0,4,4,Standard Class,Central America,Guatemala,2/17/2015 0:48
Advance shipping,0,3,4,Standard Class,Central America,México,4/14/2015 12:17
Shipping on time,0,4,4,Standard Class,Central America,Honduras,3/29/2015 6:00
Late delivery,1,6,4,Standard Class,Central America,Honduras,2/5/2015 21:29
Advance shipping,0,2,4,Standard Class,Central America,Nicaragua,1/21/2015 6:58
Advance shipping,0,2,4,Standard Class,South America,Brasil,1/30/2017 18:12
Advance shipping,0,3,4,Standard Class,South America,Argentina,1/31/2015 2:03
Shipping on time,0,4,4,Standard Class,South America,Brasil,2/10/2015 2:23
Advance shipping,0,2,4,Standard Class,South America,Brasil,1/26/2015 13:06
Shipping on time,0,4,4,Standard Class,South America,Colombia,1/19/2015 4:52
Late delivery,1,5,4,Standard Class,Central America,Panamá,2/20/2017 2:14
Late delivery,1,5,4,Standard Class,Central America,Panamá,3/9/2015 6:23
Shipping on time,0,4,4,Standard Class,Central America,Guatemala,2/17/2015 0:48
Late delivery,1,5,4,Standard Class,Central America,Honduras,4/29/2015 6:50
Advance shipping,0,2,4,Standard Class,Central America,México,1/29/2015 19:55
Shipping on time,0,4,4,Standard Class,Central America,México,1/13/2015 10:29
Advance shipping,0,3,4,Standard Class,South America,Bolivia,1/21/2015 5:34
Advance shipping,0,2,4,Standard Class,South America,Argentina,1/17/2015 22:23
Late delivery,1,6,4,Standard Class,Caribbean,República Dominicana,6/3/2017 4:01
Advance shipping,0,3,4,Standard Class,Caribbean,República Dominicana,3/30/2017 17:56
Advance shipping,0,3,4,Standard Class,Central America,México,2/27/2017 22:43
Late delivery,1,6,4,Standard Class,Central America,Guatemala,3/27/2015 0:24
Late delivery,1,5,4,Standard Class,Central America,México,2/24/2015 3:04
Shipping on time,0,4,4,Standard Class,Central America,Guatemala,2/17/2015 0:48
Advance shipping,0,2,4,Standard Class,Central America,México,5/23/2015 16:37
Advance shipping,0,3,4,Standard Class,South America,Brasil,2/9/2015 22:32
Late delivery,1,6,4,Standard Class,South America,Brasil,5/30/2015 14:40
Advance shipping,0,3,4,Standard Class,South America,Chile,2/7/2015 0:28
Shipping on time,0,4,4,Standard Class,Caribbean,República Dominicana,4/12/2015 9:50
Advance shipping,0,2,4,Standard Class,Central America,México,6/13/2017 13:06
Late delivery,1,6,4,Standard Class,Central America,México,5/9/2015 1:55
Advance shipping,0,2,4,Standard Class,Central America,México,5/23/2015 16:37
Late delivery,1,6,4,Standard Class,South America,Brasil,5/30/2015 14:40
Late delivery,1,5,4,Standard Class,South America,Brasil,1/12/2015 8:34
Late delivery,1,5,4,Standard Class,South America,Brasil,5/29/2015 12:03
Advance shipping,0,2,4,Standard Class,South America,Argentina,1/20/2015 1:11
Late delivery,1,5,4,Standard Class,South America,Perú,1/9/2015 15:45
Advance shipping,0,3,4,Standard Class,Caribbean,Haití,3/15/2015 8:49
Advance shipping,0,2,4,Standard Class,Central America,El Salvador,3/12/2015 8:39
Advance shipping,0,2,4,Standard Class,South America,Brasil,1/26/2015 13:06
Advance shipping,0,3,4,Standard Class,Central America,México,1/24/2017 22:25
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,5/3/2015 17:41
Shipping on time,0,4,4,Standard Class,Central America,México,4/15/2015 6:09
Late delivery,1,5,4,Standard Class,Central America,El Salvador,2/22/2015 10:47
Shipping on time,0,4,4,Standard Class,Central America,México,1/13/2015 10:29
Advance shipping,0,2,4,Standard Class,Central America,Honduras,6/5/2017 3:39
Advance shipping,0,2,4,Standard Class,South America,Brasil,4/25/2017 4:56
Advance shipping,0,3,4,Standard Class,South America,Brasil,4/8/2017 15:39
Advance shipping,0,2,4,Standard Class,South America,Brasil,3/1/2015 4:38
Advance shipping,0,3,4,Standard Class,South America,Argentina,4/22/2015 5:58
Late delivery,1,6,4,Standard Class,Oceania,Australia,12/1/2015 17:03
Shipping on time,0,4,4,Standard Class,South Asia,Afganistán,3/6/2016 12:21
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,12/1/2015 16:20
Shipping on time,0,4,4,Standard Class,Oceania,Australia,12/2/2015 11:37
Late delivery,1,5,4,Standard Class,South Asia,Pakistán,12/15/2017 11:16
Late delivery,1,6,4,Standard Class,West Asia,Israel,9/3/2016 13:20
Advance shipping,0,2,4,Standard Class,Eastern Asia,Japón,2/8/2016 4:30
Shipping on time,0,4,4,Standard Class,Oceania,Australia,12/2/2015 11:37
Advance shipping,0,2,4,Standard Class,Southeast Asia,Myanmar (Birmania),1/27/2018 1:14
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,12/1/2015 16:20
Late delivery,1,6,4,Standard Class,Oceania,Australia,12/1/2015 17:03
Shipping on time,0,4,4,Standard Class,Oceania,Australia,12/2/2015 11:37
Late delivery,1,6,4,Standard Class,West Asia,Israel,9/3/2016 13:20
Late delivery,1,5,4,Standard Class,Eastern Asia,China,2/6/2016 15:01
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,11/15/2017 13:46
Shipping on time,0,4,4,Standard Class,South Asia,Afganistán,3/6/2016 12:21
Advance shipping,0,3,4,Standard Class,Southeast Asia,Indonesia,12/25/2017 0:03
Late delivery,1,5,4,Standard Class,Southeast Asia,Tailandia,12/23/2017 22:28
Advance shipping,0,2,4,Standard Class,South Asia,India,12/26/2017 0:13
Advance shipping,0,3,4,Standard Class,Southeast Asia,Malasia,12/26/2017 12:50
Late delivery,1,6,4,Standard Class,Eastern Asia,Corea del Sur,12/26/2017 10:23
Advance shipping,0,3,4,Standard Class,Southeast Asia,Indonesia,12/25/2017 14:04
Late delivery,1,5,4,Standard Class,Southeast Asia,Tailandia,12/25/2017 13:00
